x,y,z,Ground Truth
0.059326,0.040527,-1.020752,Prone
0.059326,0.040527,-1.020752,Prone
0.059326,0.040527,-1.020752,Prone
0.059326,0.040527,-1.020752,Prone
0.059326,0.040527,-1.020752,Prone
0.059814,0.039551,-1.021362,Prone
0.059814,0.039551,-1.021362,Prone
0.059814,0.039551,-1.021362,Prone
0.059814,0.039551,-1.021362,Prone
0.059814,0.039551,-1.021362,Prone
0.059814,0.039551,-1.021362,Prone
0.059814,0.039551,-1.021362,Prone
0.059814,0.039551,-1.021362,Prone
0.060181,0.039795,-1.025391,Prone
0.060181,0.039795,-1.025391,Prone
0.060181,0.039795,-1.025391,Prone
0.060181,0.039795,-1.025391,Prone
0.060181,0.039795,-1.025391,Prone
0.060181,0.039795,-1.025391,Prone
0.060181,0.039795,-1.025391,Prone
0.060181,0.039795,-1.025391,Prone
0.061035,0.039795,-1.031738,Prone
0.061035,0.039795,-1.031738,Prone
0.061035,0.039795,-1.031738,Prone
0.061035,0.039795,-1.031738,Prone
0.061035,0.039795,-1.031738,Prone
0.061035,0.039795,-1.031738,Prone
0.061035,0.039795,-1.031738,Prone
0.059937,0.038818,-1.034546,Prone
0.059937,0.038818,-1.034546,Prone
0.059937,0.038818,-1.034546,Prone
0.059937,0.038818,-1.034546,Prone
0.059937,0.038818,-1.034546,Prone
0.059937,0.038818,-1.034546,Prone
0.059937,0.038818,-1.034546,Prone
0.059937,0.038818,-1.034546,Prone
0.059692,0.039307,-1.031982,Prone
0.059692,0.039307,-1.031982,Prone
0.059692,0.039307,-1.031982,Prone
0.059692,0.039307,-1.031982,Prone
0.059692,0.039307,-1.031982,Prone
0.059692,0.039307,-1.031982,Prone
0.059692,0.039307,-1.031982,Prone
0.061646,0.040161,-1.019409,Prone
0.061646,0.040161,-1.019409,Prone
0.061646,0.040161,-1.019409,Prone
0.061646,0.040161,-1.019409,Prone
0.061646,0.040161,-1.019409,Prone
0.061646,0.040161,-1.019409,Prone
0.061646,0.040161,-1.019409,Prone
0.061646,0.040161,-1.019409,Prone
0.060303,0.041138,-1.02002,Prone
0.060303,0.041138,-1.02002,Prone
0.060303,0.041138,-1.02002,Prone
0.060303,0.041138,-1.02002,Prone
0.060303,0.041138,-1.02002,Prone
0.060303,0.041138,-1.02002,Prone
0.060303,0.041138,-1.02002,Prone
0.060303,0.041138,-1.02002,Prone
0.05957,0.039795,-1.019531,Prone
0.05957,0.039795,-1.019531,Prone
0.05957,0.039795,-1.019531,Prone
0.05957,0.039795,-1.019531,Prone
0.05957,0.039795,-1.019531,Prone
0.05957,0.039795,-1.019531,Prone
0.05957,0.039795,-1.019531,Prone
0.058838,0.03772,-1.027344,Prone
0.058838,0.03772,-1.027344,Prone
0.058838,0.03772,-1.027344,Prone
0.058838,0.03772,-1.027344,Prone
0.058838,0.03772,-1.027344,Prone
0.058838,0.03772,-1.027344,Prone
0.058838,0.03772,-1.027344,Prone
0.058838,0.03772,-1.027344,Prone
0.058594,0.037964,-1.031494,Prone
0.058594,0.037964,-1.031494,Prone
0.058594,0.037964,-1.031494,Prone
0.058594,0.037964,-1.031494,Prone
0.058594,0.037964,-1.031494,Prone
0.058594,0.037964,-1.031494,Prone
0.058594,0.037964,-1.031494,Prone
0.05957,0.037598,-1.027222,Prone
0.05957,0.037598,-1.027222,Prone
0.05957,0.037598,-1.027222,Prone
0.05957,0.037598,-1.027222,Prone
0.05957,0.037598,-1.027222,Prone
0.05957,0.037598,-1.027222,Prone
0.05957,0.037598,-1.027222,Prone
0.05957,0.037598,-1.027222,Prone
0.059814,0.039185,-1.022339,Prone
0.059814,0.039185,-1.022339,Prone
0.059814,0.039185,-1.022339,Prone
0.059814,0.039185,-1.022339,Prone
0.059814,0.039185,-1.022339,Prone
0.059814,0.039185,-1.022339,Prone
0.059814,0.039185,-1.022339,Prone
0.059814,0.039185,-1.022339,Prone
0.059204,0.038452,-1.022583,Prone
0.059204,0.038452,-1.022583,Prone
